19
  0.75	  0.00	  0.00	0.0	0.0	0.0
  0.75	  0.00	 -0.25	0.0	0.0	0.0
  0.75	 -0.25	 -0.25	0.0	0.0	0.0
  0.75	 -0.25	  0.00	0.0	0.0	0.0
  0.75	 -0.50	  0.00	0.0	0.0	0.0
  0.75	 -0.25	  0.25	0.0	0.0	0.0
  0.75	  0.00	  0.25	0.0	0.0	0.0
  0.75	  0.00	  0.50	0.0	0.0	0.0
  0.75	  0.25	  0.25	0.0	0.0	0.0
  0.75	  0.25	  0.00	0.0	0.0	0.0
  0.75	  0.50	  0.00	0.0	0.0	0.0
  0.75	  0.25	 -0.25	0.0	0.0	0.0
  0.75	  0.00	 -0.50	0.0	0.0	0.0
  0.50	  0.00	  0.00	0.0	0.0	0.0
  0.50	  0.00	 -0.25	0.0	0.0	0.0
  0.50	 -0.25	  0.00	0.0	0.0	0.0
  0.50	  0.00	  0.25	0.0	0.0	0.0
  0.50	  0.25	  0.00	0.0	0.0	0.0
  0.25	  0.00	  0.00	0.0	0.0	0.0
